utc,X,Y,Z,lat,lon,h,E,N,U
1676594569999,-2698891.6501417,-4293211.02842309,3855503.78117698,37.4311307270575,-122.155182677568,10.7185451006517,-2.9806918090543,3.29928556553724,-5.78145645193241
1676594570999,-2698890.73272901,-4293212.22189842,3855505.91135255,37.43114310857,-122.155166725395,12.4279112787917,-1.56881707550783,4.67346008115263,-4.07209063203061
1676594571999,-2698886.68719222,-4293214.73885553,3855503.14190511,37.4311234152933,-122.155112892764,10.7269853623584,3.1957340913301,2.48778271563537,-5.77301592491012
1676594572999,-2698887.98359859,-4293217.75463345,3855504.90238801,37.4311182503174,-122.155107158904,14.3723578443751,3.70322180608047,1.91454438090375,-2.12764351852388
1676594573999,-2698875.23083474,-4293205.0994804,3855501.88614625,37.4311925138069,-122.155061270922,-1.35834105405957,7.76459371965273,10.1567290497492,-17.8583538864465
1676594574999,-2698877.78494842,-4293205.82064828,3855508.23168556,37.4312271270689,-122.155081365776,4.06278095301241,5.98607087152287,13.9983172413709,-12.4372372597157
1676594575999,-2698874.20849911,-4293204.6754241,3855516.8671202,37.4313046458089,-122.155054041707,7.03008517064154,8.40442474956927,22.6018102979784,-9.46996052720532
1676594576999,-2698884.98321,-4293209.7452232,3855521.01133626,37.4312793867191,-122.155126621312,17.5109182186425,1.98066293435935,19.7984369832773,1.01088709049303
1676594577999,-2698885.70712525,-4293213.92253411,3855521.73859106,37.4312631123779,-122.155108426687,21.0672105019912,3.59101117048746,17.9922227635143,4.56718403916245
1676594578999,-2698882.02777094,-4293220.84982857,3855518.49832984,37.4312185351166,-122.155031576356,22.1998561257496,10.3927905980597,13.0447739701558,5.69983428779565
1676594579999,-2698886.48700089,-4293213.06131475,3855513.01611956,37.4312024247277,-122.15512106531,15.5162280490622,2.47240786830136,11.2567263283082,-0.983782393369689
1676594580999,-2698889.91993234,-4293208.20963997,3855506.55342174,37.4311686739307,-122.155183077361,9.77730040624738,-3.01607421958314,7.51085337770191,-6.72270474265435
1676594581999,-2698893.85618163,-4293205.71699612,3855496.74393652,37.4310985729285,-122.155235718442,3.80282014235854,-7.67516163792857,-0.269366960498531,-12.6971844762261
1676594582999,-2698897.34301682,-4293212.96013224,3855493.91727006,37.43103460367,-122.155225516756,8.42778876516968,-6.77225494102695,-7.36905275719187,-8.07221909465707
1676594583999,-2698899.44065859,-4293222.15327727,3855485.02818523,37.4309222668703,-122.155190300943,10.0918456120417,-3.65542165697263,-19.8368589429223,-6.40818637429154
NaN,-2698890.79598736,-4293210.36767699,3855488.68535139,37.4310282719948,-122.155178480408,0.738009562715888,-2.60921430226694,-8.07177191243263,-15.7619960934318
NaN,-2698896.29564736,-4293213.28892002,3855489.42516978,37.4310039917367,-122.155213521087,5.47585797682405,-5.7105560777887,-10.766541057091,-11.0241536911509
1676594586999,-2698899.02084544,-4293220.44560803,3855493.50090563,37.4309920288123,-122.155196553878,13.9161502392963,-4.20884861735598,-12.0942731325963,-2.58386264861712
1676594587999,-2698900.51797197,-4293221.27204782,3855491.03864776,37.4309662165097,-122.155205904988,13.6078983731568,-5.03648837776521,-14.9590756543269,-2.89212120908856
1676594588999,-2698902.18328345,-4293217.37768097,3855492.53301976,37.4309901105085,-122.155245252271,12.6018791170791,-8.51899325741868,-12.3071721400994,-3.89813847452923
1676594589999,-2698899.61467362,-4293215.75791197,3855489.75656114,37.4309852418328,-122.15523042243,8.73983593098819,-7.20644566080654,-12.8475202019235,-7.76018111342708
1676594590999,-2698897.13825436,-4293213.80164633,3855489.40527378,37.4309990162927,-122.155218497862,6.1645671017468,-6.15103564906356,-11.3187457780225,-10.3354459352046
1676594591999,-2698893.38934775,-4293204.72681108,3855487.92599778,37.4310414335499,-122.155237207205,-2.41975732333958,-7.80692544922286,-6.61102031211096,-18.9197655330655
1676594592999,-2698895.31185578,-4293214.62344438,3855485.82759841,37.4309749316936,-122.155196085814,3.77063560392708,-4.16741607678122,-13.9917913098169,-12.72938114976
