utc,X,Y,Z,lat,lon,h,E,N,U
1676594010999,-2698868.36026813,-4293199.09460383,3855516.21464124,37.431342898066,-122.155031659188,0.410052601248026,2.41983539083297,5.4269889140513,-16.0899501719016
1676594011999,-2698870.58730531,-4293195.62107045,3855511.57692174,37.4313193298445,-122.15507384929,-3.8027920005843,-1.3142559953603,2.8112500448857,-20.3027927553541
1676594012999,-2698867.78162816,-4293204.81327747,3855514.34507328,37.4313046938971,-122.154991736329,2.87371085304767,5.9532672195829,1.18687277582516,-13.626292030674
1676594013999,-2698866.85370045,-4293198.83106554,3855511.60677408,37.431315542612,-122.155018832776,-3.20453278534114,3.55505363251301,2.39092236174237,-19.7045342220844
1676594014999,-2698868.47264553,-4293204.95844327,3855516.55268718,37.431317801842,-122.154997473362,4.60515002254397,5.44550343380611,2.64166881782761,-11.8948528464197
1676594015999,-2698866.60523953,-4293189.51052134,3855509.36763717,37.431343460354,-122.155072503075,-10.936512587592,-1.19510571374093,5.48938481009198,-27.436515067175
1676594016999,-2698872.52489851,-4293201.5700468,3855517.42279155,37.4313279265003,-122.155056610621,4.5686238668859,0.211475419749855,3.7653605691665,-11.9313772492245
1676594017999,-2698865.05786753,-4293190.23351052,3855503.45451423,37.4313023109163,-122.155053354066,-14.6984690232202,0.499700048632178,0.922391103900928,-31.1984691090564
1676594018999,-2698870.33497741,-4293201.27805326,3855520.37731517,37.4313568021962,-122.155037418692,5.24260770902038,1.91008385971038,6.97015441789416,-11.2573963941294
1676594019999,-2698877.85405915,-4293203.32543971,3855522.05717284,37.431337413231,-122.155097031197,10.8177745863795,-3.3660081039494,4.8182585986668,-5.68222812555121
1676594020999,-2698873.43307281,-4293208.61038697,3855516.03017685,37.4312826735426,-122.15502296242,8.83906585909426,3.18956140989907,-1.2570764251366,-7.66093506052426
1676594021999,-2698872.38399375,-4293209.61602568,3855515.45463955,37.4312769507915,-122.155006880276,8.72195714060217,4.61293652784799,-1.89222038204694,-7.77804480562771
1676594022999,-2698865.68525153,-4293214.2175992,3855516.208124,37.4312805312987,-122.154915132914,9.44245790690184,12.7331789749525,-1.49482632200613,-7.05755496083478
1676594023999,-2698860.49286188,-4293213.6942172,3855494.60294364,37.4311435105249,-122.154868612132,-6.23561783693731,16.8505621448453,-16.7021526054459,-22.7356620027209
1676594024999,-2698870.81275722,-4293227.54552316,3855507.68393722,37.4311428036873,-122.154884036443,15.3884777529165,15.4854630865378,-16.7806611303161,-1.11156316183797
1676594025999,-2698875.26967921,-4293210.61690557,3855504.63642261,37.4311864972144,-122.155028464819,4.03897135425359,2.70256449816046,-11.9312835756703,-12.4610404103689
1676594026999,-2698875.17669222,-4293212.44085682,3855506.70967608,37.4311931453873,-122.155016607485,6.48602008633316,3.75201774713879,-11.1934346042703,-10.0139908646166
1676594027999,-2698873.73090611,-4293203.53468722,3855508.80414372,37.4312536376671,-122.155056332825,1.16059750784189,0.236062229086502,-4.47964430299399,-15.3394040729029
1676594028999,-2698877.92479971,-4293207.85145791,3855511.09053947,37.4312377583356,-122.155070491745,7.22479336801916,-1.01709489282769,-6.24202991255959,-9.27520977494648
1676594029999,-2698870.35871937,-4293214.03728118,3855512.07500293,37.4312381742169,-122.154960921394,8.78418323304504,8.68060277731567,-6.19587002578752,-7.71582568277693
1676594030999,-2698874.30191021,-4293204.53145846,3855507.69924036,37.4312394465506,-122.155055800936,1.40045452304184,0.283137946137766,-6.0546564115102,-15.0995483639191
1676594031999,-2698876.80698454,-4293218.54813437,3855519.58452164,37.4312521948553,-122.154995477551,19.1062589520589,5.62216328205817,-4.63978708033628,2.60625478517531
1676594032999,-2698875.23557937,-4293212.03111842,3855513.38884043,37.4312426616636,-122.155019634628,10.2951015215367,3.48409539282653,-5.69783188252803,-6.20490198042103
1676594033999,-2698872.05957367,-4293211.13582237,3855519.39797651,37.431299063739,-122.154994638119,12.0033769207075,5.69644871275944,0.562005841252319,-4.49662564281033
1676594034999,-2698872.6437427,-4293200.3699743,3855499.48276978,37.4312047865089,-122.155064963781,-7.09204543381929,-0.527832816703517,-9.90141445889095,-23.5920531621245
1676594035999,-2698867.04615648,-4293202.77417063,3855505.93336894,37.4312561074948,-122.154996962812,-3.92067777458578,5.49068762422829,-4.20552342695493,-20.4206815235521
1676594036999,-2698864.41886788,-4293194.82845138,3855499.78731665,37.4312566309855,-122.155019611046,-14.1083966139704,3.48616854374313,-4.14741789656438,-30.6083989154438
1676594037999,-2698882.85408672,-4293208.24081037,3855515.71510015,37.4312546739047,-122.155115301605,12.3806184185669,-4.98306468701571,-4.36464289604337,-4.11938502307933
