utc,X,Y,Z,lat,lon,h,E,N,U
1676594569999,-2698891.6501417,-4293211.02842309,3855503.78117698,37.4311307270575,-122.155182677568,10.7185451006517,-2.18413113963337,2.52238383601594,-5.7814557708509
1676594570999,-2698890.73272901,-4293212.22189842,3855505.91135255,37.43114310857,-122.155166725395,12.4279112787917,-0.772256322011548,3.89655827817318,-4.07208995985998
1676594571999,-2698886.68719222,-4293214.73885553,3855503.14190511,37.4311234152933,-122.155112892764,10.7269853623584,3.99229483954923,1.7108815746725,-5.7730161138576
1676594572999,-2698887.98359859,-4293217.75463345,3855504.90238801,37.4311182503174,-122.155107158904,14.3723578443751,4.49978306406463,1.13764284312172,-2.12764384188544
1676594573999,-2698875.23083474,-4293205.0994804,3855501.88614625,37.4311925138069,-122.155061270922,-1.35834105405957,8.56115222767446,9.37982982158717,-17.8583537101095
1676594574999,-2698877.78494842,-4293205.82064828,3855508.23168556,37.4312271270689,-122.155081365776,4.06278095301241,6.78262968991595,13.2214171812959,-12.4372363919693
1676594575999,-2698874.20849911,-4293204.6754241,3855516.8671202,37.4313046458089,-122.155054041707,7.03008517064154,9.20098311594598,21.8249101063961,-9.4699589090989
1676594576999,-2698884.98321,-4293209.7452232,3855521.01133626,37.4312793867191,-122.155126621312,17.5109182186425,2.77722287600943,19.0215348976733,1.01088916711841
1676594577999,-2698885.70712525,-4293213.92253411,3855521.73859106,37.4312631123779,-122.155108426687,21.0672105019912,4.38757172928926,17.2153203962017,4.56718569267264
1676594578999,-2698882.02777094,-4293220.84982857,3855518.49832984,37.4312185351166,-122.155031576356,22.1998561257496,11.1893517689813,12.267872115318,5.69983449161039
1676594579999,-2698886.48700089,-4293213.06131475,3855513.01611956,37.4312024247277,-122.15512106531,15.5162280490622,3.2689683768024,10.4798245333122,-0.983781421644624
1676594580999,-2698889.91993234,-4293208.20963997,3855506.55342174,37.4311686739307,-122.155183077361,9.77730040624738,-2.21951406889658,6.73395175998331,-6.72270354412882
1676594581999,-2698893.85618163,-4293205.71699612,3855496.74393652,37.4310985729285,-122.155235718442,3.80282014235854,-6.87860148933873,-1.04626829329775,-12.6971836468157
1676594582999,-2698897.34301682,-4293212.96013224,3855493.91727006,37.43103460367,-122.155225516756,8.42778876516968,-5.97569353734899,-8.14595456844384,-8.0722192466457
1676594583999,-2698899.44065859,-4293222.15327727,3855485.02818523,37.4309222668703,-122.155190300943,10.0918456120417,-2.85885885708828,-20.6137606606809,-6.40818843706588
NaN,-2698890.79598736,-4293210.36767699,3855488.68535139,37.4310282719948,-122.155178480408,0.738009562715888,-1.81265378994891,-8.84867238721901,-15.7619968495364
NaN,-2698896.29564736,-4293213.28892002,3855489.42516978,37.4310039917367,-122.155213521087,5.47585797682405,-4.91399471795312,-11.543442407641,-11.0241543885803
1676594586999,-2698899.02084544,-4293220.44560803,3855493.50090563,37.4309920288123,-122.155196553878,13.9161502392963,-3.41228608047063,-12.8711753699014,-2.58386369790815
1676594587999,-2698900.51797197,-4293221.27204782,3855491.03864776,37.4309662165097,-122.155205904988,13.6078983731568,-4.23992560527761,-15.7359779337835,-2.89212250345283
1676594588999,-2698902.18328345,-4293217.37768097,3855492.53301976,37.4309901105085,-122.155245252271,12.6018791170791,-7.72243086132659,-13.0840746287099,-3.89813901114169
1676594589999,-2698899.61467362,-4293215.75791197,3855489.75656114,37.4309852418328,-122.15523042243,8.73983593098819,-6.40988369546856,-13.6244220935307,-7.76018187866838
1676594590999,-2698897.13825436,-4293213.80164633,3855489.40527378,37.4309990162927,-122.155218497862,6.1645671017468,-5.3544741511617,-12.0956472542605,-10.3354466463063
1676594591999,-2698893.38934775,-4293204.72681108,3855487.92599778,37.4310414335499,-122.155237207205,-2.41975732333958,-7.01036547228698,-7.38792089736108,-18.9197654608906
1676594592999,-2698895.31185578,-4293214.62344438,3855485.82759841,37.4309749316936,-122.155196085814,3.77063560392708,-3.37085462290703,-14.7686923039752,-12.7293824343355
