utc,X,Y,Z,lat,lon,h,E,N,U
1676594135000,-2698877.24338916,-4293220.04126678,3855526.11554615,37.4312907282536,-122.15499067343,24.2641126820818,6.047361949415,-0.363116396867507,7.76410980933579
1676594136000,-2698871.24326519,-4293200.82223222,3855514.480225,37.4313140756893,-122.155048847921,1.73571800906211,0.898523942216274,2.22811595940611,-14.7642824415632
1676594137000,-2698864.90928583,-4293208.58973863,3855509.8203183,37.4312631826057,-122.154941552039,1.44845229201019,10.3949028766347,-3.42028569424061,-15.05155708684
1676594138000,-2698868.32629728,-4293211.77418917,3855512.59540917,37.4312583140499,-122.154955088715,6.72011702042073,9.19682782891392,-3.96063079372239,-9.77989083275347
1676594139000,-2698867.86061221,-4293213.2259248,3855513.33883448,37.431258259544,-122.154941904562,7.95114327315241,10.3637135631195,-3.96667957334396,-8.54886637092497
1676594140000,-2698865.98969453,-4293209.96848838,3855514.51719725,37.4312872464295,-122.154943595975,5.68676714785397,10.2140048122289,-0.749544455323566,-10.8132410619122
1676594141000,-2698869.83889244,-4293213.4538675,3855518.63243706,37.4312893114638,-122.154959457181,12.1579456841573,8.81019393204071,-0.52035701317076,-4.34206041164753
1676594142000,-2698867.86310997,-4293208.14607225,3855515.95273719,37.4313005066464,-122.154972474825,6.12587042059749,7.65803848587016,0.72214919502531,-10.3741342105815
1676594143000,-2698863.56582795,-4293205.42037163,3855514.80154548,37.4313174326371,-122.154947759312,1.77761665917933,9.8455125588325,2.60069518542294,-14.7223914609772
1676594144000,-2698869.18798636,-4293211.71266112,3855514.74910961,37.4312714971379,-122.154963701209,8.35195873212069,8.43456649640486,-2.49749587848723,-8.14804732734664
1676594145000,-2698870.92877311,-4293211.95108243,3855514.16255652,37.4312611212881,-122.154978919065,8.89142316952348,7.08768827126236,-3.64907034864615,-7.60858180858503
1676594146000,-2698869.26718777,-4293201.66030386,3855506.86809832,37.4312614861901,-122.155024906139,-3.16271785460413,3.01752468777564,-3.60856699955555,-19.6627195886104
1676594147000,-2698871.16840018,-4293213.73034367,3855512.46658808,37.431240039111,-122.154970512101,9.15803135186434,7.83176225870369,-5.98889427693096,-7.34197626849206
1676594148000,-2698870.404032,-4293219.02442994,3855509.70505295,37.4311979630483,-122.154931365958,10.7156207459047,11.2964629547471,-10.6587426709142,-5.78439817573698
1676594149000,-2698863.88303068,-4293222.13472032,3855505.20263233,37.4311703346436,-122.154850286313,7.31410188227892,18.4725486602439,-13.7250866609893,-9.18593964507281
1676594150000,-2698867.59883506,-4293222.55050399,3855504.19418307,37.4311503614796,-122.154883329733,8.55105252563953,15.5479934780268,-15.9418346708528,-7.94898638162424
1676594151000,-2698871.45557235,-4293209.99376034,3855499.34574415,37.4311626492003,-122.154995728027,-1.2075945995748,5.59998325169793,-14.5780612986568,-17.7076137632671
1676594152000,-2698873.78544299,-4293221.29533929,3855513.87936202,37.4312074450155,-122.154950055403,16.208540786989,9.64232971164715,-9.60638811081598,-0.291473746903496
1676594153000,-2698869.92580053,-4293213.69451785,3855503.50050908,37.4311796762573,-122.154958841415,3.159139983356,8.86469368813946,-12.688306998281,-13.3408788260016
1676594154000,-2698873.63662699,-4293207.77804397,3855511.95935304,37.4312568133777,-122.155029914608,5.89124021213502,2.57424697029392,-4.12718831883197,-10.6087616441314
1676594155000,-2698866.312015,-4293206.17898904,3855510.00862748,37.4312716187735,-122.154969466325,0.535030220635235,7.92430631798877,-2.48399349203599,-15.9649751779241
1676594156000,-2698869.75242228,-4293207.89302901,3855509.30047736,37.4312485775257,-122.154992068713,2.71090961899608,5.92385339027445,-5.04124708629528,-13.7890951247643
1676594157000,-2698871.51493822,-4293212.58559329,3855512.66802241,37.4312457778589,-122.154980710575,8.65732584521174,6.92912904933016,-5.35197454814525,-7.84268016412733
1676594158000,-2698871.68269299,-4293204.8217421,3855507.08831248,37.43124136366,-122.155029001193,0.117343262769282,2.65508828318616,-5.84188296573933,-16.3826599712982
1676594159000,-2698875.70290574,-4293213.69796058,3855511.33903341,37.4312189054091,-122.155014081718,10.3672971762717,3.97556585151637,-8.3344415607488,-6.13270952119182
1676594160000,-2698872.05472811,-4293206.45783806,3855508.64073463,37.4312438009699,-122.155022721646,2.31806329451501,3.21086983180349,-5.57137804714888,-14.1819399520315
1676594161000,-2698869.44097316,-4293205.33989678,3855505.01106427,37.4312306327226,-122.155004442157,-1.74427834991366,4.82872100806292,-7.03286099855148,-18.2442840626495
