utc,X,Y,Z
433774000070144,-2521595.44406091,-4234507.80675962,3852228.90742662
433775000070144,-2521602.17474352,-4234497.20968431,3852212.04417822
433776000070144,-2521610.14638749,-4234490.31145204,3852202.23232875
433777000070144,-2521616.94299077,-4234480.66031145,3852188.38226531
433778000070144,-2521628.51889023,-4234478.08512084,3852181.50576984
433779000060160,-2521638.92569501,-4234474.90631105,3852174.53637353
433780000060160,-2521649.99870577,-4234448.69752272,3852146.96855018
433781000060160,-2521655.54049265,-4234440.60322786,3852141.10286439
433782000060160,-2521671.33355463,-4234436.89297839,3852137.55035825
433783000060160,-2521676.0620632,-4234421.78998651,3852120.83344195
433784000060160,-2521683.38649472,-4234405.59265488,3852106.00284501
433785000060160,-2521693.92481373,-4234401.60411752,3852101.8570507
433786000060160,-2521704.75211668,-4234392.93988028,3852091.31061365
433787000060160,-2521714.94546874,-4234389.66185394,3852078.28567374
433788000060160,-2521723.2209729,-4234385.09078283,3852071.92310565
433789000060160,-2521729.34447223,-4234372.61396235,3852048.39515634
433790000060160,-2521739.07851548,-4234377.25355442,3852047.56736725
433791000060160,-2521751.43991023,-4234368.80432025,3852032.00214952
433792000060160,-2521759.25252376,-4234337.61339438,3852006.30329526
433793000060160,-2521770.54258187,-4234330.73834216,3852001.68488631
433794000060160,-2521780.07275737,-4234336.52160155,3851988.22292093
433795000060160,-2521787.18942591,-4234322.48474397,3851978.2825174
433796000060160,-2521790.70170071,-4234312.18262333,3851955.63302902
433797000060160,-2521807.33646437,-4234312.47348073,3851949.80664867
433798000060160,-2521816.05421509,-4234301.00729455,3851941.74611642
433799000060160,-2521831.59286852,-4234278.05154239,3851935.31165059
433800000060160,-2521840.96243309,-4234268.84045138,3851928.09065029
433801000060160,-2521846.75600855,-4234257.90884902,3851914.17973644
433802000060160,-2521860.3626051,-4234244.25839018,3851901.63836605
433803000060160,-2521866.85745691,-4234233.40560301,3851886.89041729
433804000060160,-2521876.52551614,-4234225.19159104,3851877.87199432
