utc,X,Y,Z
432477000480000,-2525493.67042692,-4180255.99856448,3784584.64410748
432478000480000,-2525504.0392864,-4180236.18246686,3784574.292976
432479000480000,-2525516.92732514,-4180206.16336918,3784563.01024654
432480000480000,-2525525.8614035,-4180179.98920049,3784543.18493671
432481000480000,-2525535.38194572,-4180153.72768078,3784517.62185576
432482000480000,-2525542.42789899,-4180132.00829661,3784511.27407574
432483000470016,-2525552.79579047,-4180104.14174814,3784496.21817772
432484000470016,-2525559.17300227,-4180082.46790007,3784487.47852631
432485000470016,-2525568.68105651,-4180057.81883292,3784471.78051663
432486000470016,-2525584.97431085,-4180033.24159156,3784453.71477225
432487000470016,-2525587.88876575,-4180006.74645406,3784437.91794134
432488000470016,-2525594.79557005,-4179981.1962555,3784420.73230364
432489000470016,-2525603.57652707,-4179955.53149675,3784403.71027919
432490000470016,-2525615.53645356,-4179929.65341243,3784389.00141978
432491000470016,-2525621.52512778,-4179903.23712838,3784366.16161274
432492000470016,-2525632.13312964,-4179875.12505696,3784351.78756512
432493000470016,-2525638.29982699,-4179847.05841067,3784335.63276403
432494000470016,-2525648.21538774,-4179825.14370786,3784328.89398246
432495000470016,-2525658.96073952,-4179799.78272857,3784315.51231193
432496000470016,-2525669.14727751,-4179776.47957311,3784304.13708554
432497000470016,-2525681.38510226,-4179753.08002914,3784280.01425157
432498000470016,-2525683.52287767,-4179720.69786828,3784234.79713791
432499000470016,-2525693.93076406,-4179699.32122004,3784230.92942875
432500000470016,-2525697.21158823,-4179669.32859643,3784208.03399767
432501000470016,-2525706.22893238,-4179642.58368731,3784193.5425906
432502000470016,-2525713.72861718,-4179614.75800742,3784174.76456989
432503000470016,-2525725.84639858,-4179592.13248223,3784163.32233544
432504000470016,-2525731.40079106,-4179571.99042034,3784147.20307191
432505000470016,-2525742.2700333,-4179550.03261913,3784119.00868141
432506000470016,-2525752.71438201,-4179528.99389719,3784111.9920901
