utc,X,Y,Z
434099418999808,-327918.914436321,-353361.898563038,-138698.9094213
434100418999808,-669523.064179718,-1210963.12292738,445345.777024288
434101418999808,-1044548.40638193,-1313262.11492907,345506.943684986
434102418999808,-1044106.15474862,-1312418.18882353,344721.850690564
434103418999808,-1186228.82335287,-1931571.68540708,521636.601598105
434104418400000,-2629909.51132946,-1014463.03146361,-515817.407130815
434105418400000,-2524680.97598965,-4231390.80093169,3848697.52960084
434106418400000,-2524688.36064647,-4231383.13927769,3848684.4131467
434107000400128,-2524685.16813718,-4231373.1931551,3848667.30864029
434108000400128,-2524697.68651863,-4231367.37973284,3848665.23841454
434109000400128,-2524708.08497205,-4231363.46658378,3848655.92153734
434110000400128,-2524718.67451109,-4231366.88007939,3848650.90418877
434111000400128,-2524727.56057594,-4231361.66761661,3848634.22519231
434112000400128,-2524728.4101644,-4231351.05538244,3848613.41843631
434113000400128,-2524738.32122014,-4231343.21020692,3848606.13769132
434114000400128,-2524744.37763276,-4231329.60967236,3848589.40216258
434115000400128,-2524757.72170912,-4231334.24629841,3848598.53779333
434116000400128,-2524766.52842463,-4231338.00331766,3848591.0096212
434117000400128,-2524772.89080948,-4231323.35408287,3848567.17355448
434118000400128,-2524781.12607806,-4231318.08000456,3848556.25484146
434119000400128,-2524789.67246176,-4231301.10932387,3848545.22690476
434120000400128,-2524795.15800968,-4231290.56044502,3848531.32146461
434121000400128,-2524811.77381199,-4231285.42186235,3848531.70212115
434122000400128,-2524826.67126717,-4231274.23017588,3848526.11093748
434123000400128,-2524835.21339441,-4231256.07686409,3848508.97859812
434124000400128,-2524846.03188746,-4231246.79026857,3848500.59536531
434125000400128,-2524861.68372731,-4231240.07397628,3848498.61645744
434126000400128,-2524873.91895587,-4231232.73135382,3848487.23299771
434127000400128,-2524875.25419977,-4231222.62985741,3848471.53605025
434128000400128,-2524878.12103226,-4231206.35351891,3848453.42774799
