utc,X,Y,Z
435001999649792,-2547663.7526867,-4258608.25697559,3900355.1355711
435002999649792,-2547662.03341185,-4258592.98236692,3900338.0034338
435003999649792,-2547666.79462032,-4258586.20785053,3900326.90635869
435004999649792,-2547669.38042105,-4258572.21884948,3900312.57406881
435005999649792,-2547666.84715656,-4258563.74520528,3900293.41119451
435006999649792,-2547669.07983162,-4258551.29850146,3900277.22355966
435007999649792,-2547664.07682133,-4258541.71023304,3900264.26972245
435008999649792,-2547673.57271965,-4258539.60755453,3900258.94941667
435009999649792,-2547671.33045079,-4258526.09685256,3900240.72301367
435010999649792,-2547672.81272434,-4258515.59050447,3900227.18665206
435011999649792,-2547677.21640748,-4258510.16775486,3900216.67265714
435012999649792,-2547680.21743657,-4258503.44439462,3900210.47704009
435013999649792,-2547677.94557705,-4258487.99502066,3900193.5077787
435014999649792,-2547676.51184078,-4258473.32756015,3900179.5064935
435015999649792,-2547678.9723895,-4258467.87471866,3900172.50057663
435016999649792,-2547682.37519754,-4258452.85513813,3900154.49210114
435017999649792,-2547689.05415786,-4258442.13845114,3900132.66147765
435018999649792,-2547690.05011167,-4258417.60865326,3900099.15578098
435019999649792,-2547707.15032773,-4258413.1536233,3900084.3999372
435020999649792,-2547722.88190646,-4258408.31424583,3900068.76057729
435021999649792,-2547714.25805341,-4258389.01654285,3900050.84219568
435022999649792,-2547709.15969394,-4258376.70518219,3900035.35335838
435023999649792,-2547714.29478194,-4258365.43293392,3900022.58422282
435024999649792,-2547718.95224607,-4258359.25078977,3900016.07226213
435025999649792,-2547719.89300658,-4258350.461202,3899998.50453353
435026999649792,-2547719.66284004,-4258342.45567492,3899984.01764225
435027999649792,-2547723.54350817,-4258335.10238847,3899972.21636877
435028999649792,-2547722.54721008,-4258321.2276544,3899943.72649918
435029999640064,-2547727.26851092,-4258313.96423942,3899934.205325
435030999640064,-2547729.10376169,-4258301.42485543,3899922.72058043
