utc,X,Y,Z
434588000369920,-2547008.9199414,-4262979.25482763,3906624.69224829
434589000369920,-2547012.84069884,-4262972.35153899,3906609.17713863
434590000369920,-2547011.64132287,-4262959.26061685,3906592.38337798
434591000369920,-2547030.6701602,-4262958.32702439,3906584.23522615
434592000369920,-2547023.7565477,-4262940.8409591,3906563.31680643
434593000369920,-2547023.93260327,-4262928.55535747,3906545.68724233
434594000369920,-2547026.15331322,-4262919.17700413,3906531.95184619
434595000369920,-2547024.71441324,-4262906.07036141,3906516.06494205
434596000369920,-2547030.06066232,-4262898.37452919,3906504.40497267
434597000369920,-2547030.78237353,-4262886.65977601,3906490.30924527
434598000369920,-2547032.9745866,-4262880.05004323,3906473.09098537
434599000369920,-2547033.63476011,-4262870.59320839,3906458.14348638
434600000369920,-2547041.99688998,-4262859.08065832,3906441.65719574
434601000369920,-2547046.24544924,-4262850.30319967,3906419.49324397
434602000359936,-2547047.57387239,-4262840.93422396,3906401.52118524
434603000359936,-2547044.74652245,-4262827.25723494,3906384.51157803
434604000359936,-2547048.77002783,-4262821.5983841,3906373.70113921
434605000359936,-2547047.80708566,-4262807.57896889,3906355.50105202
434606000359936,-2547053.71941079,-4262800.49431095,3906343.20949338
434607000359936,-2547055.73703519,-4262791.54698434,3906329.27669179
434608000359936,-2547053.53421762,-4262773.3133466,3906312.26533962
434609000359936,-2547056.0035405,-4262762.04210162,3906297.80834858
434610000359936,-2547061.35313755,-4262754.85840477,3906282.60700807
434611000359936,-2547066.55569217,-4262748.78870722,3906272.2581967
