PRN,Toc,af0,af1,af2,IODE,Crs,Delta_n,M0,Cuc,e,Cus,Asqrt,Toe,Cic,OMEGA,Cis,i0,Crc,omega,OMEGA_DOT,IDOT,codeL2,GPS_Week,L2Pdata,accuracy,health,TGD,IODC,ttx,Fit_interval
3,424818,-0.000362249091268,4.77484718431e-12,0,175,-128.28125,4.03623955415e-09,-0.68552373525,-6.73905014992e-06,0.0044685236644,6.19329512119e-06,5153.72720718,424800,-9.31322574616e-09,-1.106625212,8.94069671631e-08,0.977394112708,268.15625,1.01521872716,-7.98926135623e-09,-1.73221501085e-10,1,2249,0,2,0,1.86264514923e-09,175,421585,4
4,424818,-2.59946100414e-05,8.18545231596e-12,0,54,-32.75,4.31196532495e-09,2.24037559355,-1.65961682796e-06,0.00232161360327,1.08983367681e-05,5153.71247292,424800,-4.842877388e-08,-0.0255392580983,-3.72529029846e-09,0.962829091114,170.78125,-3.03857180611,-7.75960893314e-09,4.9537777733e-10,1,2249,0,2,0,-4.65661287308e-09,566,421092,4
5,424818,-0.00011617410928,-1.47792889038e-12,0,43,-157.6875,4.26160608443e-09,3.04306731825,-8.09505581856e-06,0.00576877966523,6.27525150776e-06,5153.6199913,424800,5.02914190292e-08,-1.15189805734,0,0.964400006194,261.25,1.13196648608,-7.94783105907e-09,-1.44291724615e-10,1,2249,0,2,0,-1.11758708954e-08,43,417618,4
6,424818,0.000573173630983,4.32009983342e-12,0,81,4.65625,4.08838458334e-09,0.702011970394,1.17346644402e-07,0.00290499371477,9.685754776e-07,5153.60985374,424800,-2.04890966415e-08,-2.14682414457,-9.685754776e-08,0.988633706459,374.78125,-0.834479457019,-8.20748473183e-09,-2.32152527228e-11,1,2249,0,2,0,3.72529029846e-09,81,422827,4
7,424818,0.000239719171077,-7.04858393874e-12,0,163,14.09375,5.27807699595e-09,-0.129091871915,8.84756445885e-07,0.0167396890465,6.05173408985e-06,5153.57979775,424800,-5.77419996262e-08,0.989974409436,2.10478901863e-07,0.950311980743,260.15625,-2.22469992309,-8.55857078454e-09,1.20362156424e-10,1,2249,0,2,0,-1.11758708954e-08,163,417674,4
8,424818,-0.000108831096441,-1.81898940355e-12,0,9,122.9375,4.33018036939e-09,2.69306306914,6.38328492641e-06,0.00833379058167,8.61659646034e-06,5153.66583633,424800,-1.6950070858e-07,3.05609234939,-5.96046447754e-08,0.960388648248,213.3125,0.215395111865,-7.83139763772e-09,-1.42863093678e-11,1,2249,0,2,0,5.12227416039e-09,265,420372,4
9,424818,-0.000216926448047,7.04858393874e-12,0,80,-33.34375,4.39554023475e-09,3.01919841856,-1.66706740856e-06,0.00248719146475,1.09635293484e-05,5153.67225075,424800,-5.58793544769e-08,-0.0814066029803,-3.16649675369e-08,0.956047330592,165.8125,1.97193441821,-7.7424653619e-09,4.87877464912e-10,1,2249,0,2,0,1.39698386192e-09,80,417618,4
10,424818,-2.50008888543e-05,-1.5916157281e-12,0,18,-143.75,3.9030197193e-09,-1.62880405103,-7.5176358223e-06,0.0084654976381,6.00889325142e-06,5153.6902523,424800,1.52736902237e-07,-1.10929809938,-1.76951289177e-07,0.977149253869,272.09375,-2.44167815223,-7.7560373558e-09,-1.37148569931e-10,1,2249,0,2,0,2.32830643654e-09,18,417618,4
11,424818,-0.000106115825474,-1.03455022327e-11,0,171,-6.5625,4.59947730098e-09,1.93999348179,-3.11061739922e-07,0.000760438502766,2.64495611191e-07,5153.70729065,424800,-7.264316082e-08,-2.10323811985,1.49011611938e-08,0.964715633696,377.40625,-2.69416218582,-8.48749639544e-09,-3.4644300217e-11,1,2249,0,2,0,-8.84756445885e-09,939,424758,4
12,424818,-0.000341183505952,-4.54747350886e-12,0,30,44.71875,4.47590072494e-09,-0.934301875503,2.4177134037e-06,0.00891765730921,9.75281000137e-06,5153.65787125,424800,-8.94069671631e-08,2.10484727708,1.06170773506e-07,0.966097274972,200.0625,1.33522074718,-7.89890044948e-09,-5.62880589093e-10,1,2249,0,2.82842707634,0,-1.25728547573e-08,30,424489,4
13,424818,0.000477216206491,6.13908923697e-12,0,10,-25.5625,4.18660296025e-09,2.2271019468,-1.27591192722e-06,0.00676587689668,1.03898346424e-05,5153.66554451,424800,-4.28408384323e-08,0.0772022203081,-9.49949026108e-08,0.969932068947,183.875,0.93435649355,-7.6171029972e-09,6.46455498895e-10,1,2249,0,2,0,-1.11758708954e-08,10,417677,4
14,424818,-2.54712067545e-05,9.09494701773e-12,0,81,28.3125,4.79127100424e-09,-0.881503808823,1.4528632164e-06,0.00266873138025,9.1940164566e-06,5153.66497993,424800,7.07805156708e-08,2.06774342335,-1.67638063431e-08,0.949431966761,197.03125,-3.078626133,-7.98318967475e-09,-4.9537777733e-10,1,2249,0,2,0,-7.91624188423e-09,81,417678,4
15,424818,1.40662305057e-05,3.29691829393e-12,0,19,-66.75,4.9244908391e-09,1.71564120341,-3.54088842869e-06,0.0147328692255,1.0909512639e-05,5153.68144989,424800,-2.29105353355e-07,-0.197106036269,-2.58907675743e-07,0.932234043724,157.28125,1.17905273248,-8.09819446516e-09,5.37879547699e-10,1,2249,0,2,0,-1.07102096081e-08,19,417679,4
16,424818,-0.000519753433764,1.70530256582e-12,0,58,23.96875,4.39911181209e-09,-2.78359395508,1.02072954178e-06,0.0133952903561,1.00210309029e-05,5153.78807068,424800,3.53902578354e-08,2.12320047383,-2.06753611565e-07,0.965857069675,188.03125,0.76329288459,-7.64853287781e-09,-4.95734935064e-10,1,2249,0,2,0,-1.02445483208e-08,58,417618,4
17,424818,0.000700478907675,2.38742359215e-12,0,87,130.6875,3.97623705481e-09,2.64791352585,6.91413879394e-06,0.0136573076015,6.73532485962e-06,5153.72127342,424800,2.06753611565e-07,-3.13966184018,-3.35276126862e-08,0.975906098269,251.9375,-1.41920035388,-7.60281668783e-09,-7.78603860548e-11,1,2249,0,2,0,-1.11758708954e-08,87,417680,4
18,424818,-0.000143568497151,-1.5916157281e-11,0,151,19.25,4.43947063606e-09,0.584375839839,8.79168510437e-07,0.00297247909475,2.04890966415e-08,5153.69533539,424800,-2.23517417908e-08,-2.13607058634,2.60770320892e-08,0.973249864746,382.15625,-3.11211763823,-8.4589237767e-09,-3.75015620906e-11,1,2249,0,2,0,-8.38190317154e-09,407,417618,4
19,424818,0.000278641469777,5.11590769747e-12,0,42,129.5,4.08659879467e-09,-1.49303406634,6.81914389134e-06,0.00910483032931,7.0296227932e-06,5153.61009216,424800,-1.52736902237e-07,-3.09507218783,-1.86264514923e-09,0.974912497476,254.53125,2.2412721663,-7.95354558281e-09,9.82183769039e-11,1,2249,0,2,0,-1.53668224812e-08,42,417649,4
20,424818,0.000450285151601,-2.38742359215e-12,0,10,-141.46875,4.67555189836e-09,1.34666781343,-7.28666782379e-06,0.00445304939058,5.29736280441e-06,5153.75596046,424800,-8.19563865662e-08,-1.27261654312,8.38190317154e-08,0.946815552405,271.625,-2.9135889229,-8.29784563858e-09,-2.57153568621e-10,1,2249,0,2,0,-8.38190317154e-09,10,424692,4
21,424818,0.000154041219503,2.27373675443e-13,0,84,48.21875,4.60626329793e-09,2.63167757532,2.60397791862e-06,0.0248580981279,4.30271029472e-07,5153.65940666,424800,3.31550836563e-07,-2.23941380684,4.28408384323e-07,0.961432588052,368.4375,-0.814362712516,-8.17355474708e-09,-5.53594488004e-11,1,2249,0,2,0,-1.02445483208e-08,84,417681,4
23,424818,6.46291300654e-06,1.70530256582e-12,0,204,-154,4.07766985132e-09,-0.444036383715,-8.07270407677e-06,0.00300552893896,5.83007931709e-06,5153.65508843,424800,1.35973095894e-07,-1.13601129072,-1.30385160446e-08,0.972251661613,276.25,-3.09951077198,-7.99997608826e-09,-2.2893810762e-10,1,2249,0,2,0,-8.38190317154e-09,716,417618,4
25,424818,0.00042069144547,3.18323145621e-12,0,49,29.71875,4.83091551274e-09,-1.02709273581,1.7024576664e-06,0.0111547303386,9.27597284317e-06,5153.77181435,424800,6.89178705216e-08,2.02367584549,1.89989805222e-07,0.953683456858,199.25,1.03055237176,-8.05033532878e-09,-5.87167315018e-10,1,2249,0,2,0,5.58793544769e-09,49,417618,4
26,424818,0.000241551082581,3.41060513165e-13,0,93,7.21875,5.22021744301e-09,-1.80996217948,1.54599547386e-07,0.00786230480298,8.78237187862e-06,5153.63811493,424800,7.45058059692e-09,1.96984368737,-1.06170773506e-07,0.934446019747,193.625,0.448676598941,-8.18498379457e-09,-4.7073389367e-10,1,2249,0,2,0,6.98491930962e-09,93,417618,4
27,424818,0.000100745353848,-8.98126018001e-12,0,98,123.375,4.13231498465e-09,2.69946033822,6.2882900238e-06,0.0113427515607,8.99098813534e-06,5153.66773605,424800,-1.00582838059e-07,3.07857605731,-1.89989805222e-07,0.969252299192,208.65625,0.698424886486,-7.68460580896e-09,2.50010413937e-12,1,2249,0,2,0,1.86264514923e-09,98,417618,4
28,424818,1.51847489178e-05,1.48929757415e-11,0,210,15.03125,4.82627246219e-09,-1.71909231201,9.22009348869e-07,0.00102312723175,6.22868537903e-06,5153.61361122,424800,-2.421438694e-08,0.951476542531,-2.421438694e-08,0.961504699673,257.46875,1.68085689407,-8.02747723379e-09,2.59653672761e-10,1,2249,0,2,63,-1.39698386192e-09,210,417618,4
29,424818,-0.000586486887187,-2.04636307899e-12,0,44,143,4.04695428618e-09,2.72733526938,7.46175646782e-06,0.00219429726712,7.53812491894e-06,5153.58707237,424800,4.28408384323e-08,-3.1258206368,3.72529029846e-08,0.978113147184,244.90625,2.39442276031,-7.87104214621e-09,7.78603860548e-11,1,2249,0,2,0,-1.02445483208e-08,44,417618,4
30,424818,-0.000530060380697,1.25055521494e-12,0,48,11.5625,5.51165815411e-09,-0.278799200031,6.76140189171e-07,0.00612790882587,5.75184822082e-06,5153.62650108,424800,2.421438694e-08,0.997585094452,1.04308128357e-07,0.935438118124,254.4375,-2.65264009274,-8.48749639544e-09,1.01789954246e-10,1,2249,0,2,0,3.72529029846e-09,48,417682,4
31,424818,-0.000209428369999,-1.0231815395e-12,0,63,15.0625,5.07128266785e-09,-0.726025172331,1.01327896118e-06,0.0107797867386,5.74626028538e-06,5153.64587784,424800,1.63912773132e-07,1.00953660412,6.51925802231e-08,0.954410255041,260.65625,0.502012192926,-8.25677249915e-09,2.10365905442e-10,1,2249,0,2,0,-1.35041773319e-08,63,417618,4
32,424818,-0.000398266594857,-1.15960574476e-11,0,88,-54.96875,4.21124684391e-09,-2.91030734457,-2.80141830444e-06,0.00663298636209,1.08573585749e-05,5153.71118164,424800,2.23517417908e-08,-0.0686667545545,-9.685754776e-08,0.959723165351,169.6875,-2.25544928346,-7.5617435484e-09,5.41093967307e-10,1,2249,0,2,0,4.65661287308e-10,88,417618,4
28,427490,1.52252614498e-05,1.50066625793e-11,0,211,14.78125,4.802342894e-09,-1.32944524608,8.82893800735e-07,0.0010231208289,6.34416937828e-06,5153.61341286,427472,-1.86264514923e-09,0.951455135651,-1.30385160446e-08,0.961505458927,256.6875,1.68095808704,-8.00997650482e-09,2.57153568621e-10,1,2249,0,2,0,-1.39698386192e-09,211,420966,4
7,432002,0.000239664223045,-7.04858393874e-12,0,12,15.59375,5.23414659464e-09,0.918799104402,9.22009348869e-07,0.0167402799707,6.30132853985e-06,5153.58108902,431984,-1.78813934326e-07,0.989913620801,1.37835741043e-07,0.950312523485,255.75,-2.22468175072,-8.51571185644e-09,2.28580949885e-11,1,2249,0,2,0,-1.11758708954e-08,12,427416,4
16,432002,-0.000519741326571,1.70530256582e-12,0,27,28.90625,4.35553856852e-09,-1.73587718744,1.33365392685e-06,0.013395599206,9.43429768086e-06,5153.78655434,431984,1.24797224999e-07,2.12314515066,-1.26659870148e-07,0.965853845404,193.1875,0.763352747197,-7.67210528827e-09,-4.37161066656e-10,1,2249,0,2,63,-1.02445483208e-08,27,424818,4
