utc,X,Y,Z
432745000399872,-2527839.56056877,-4173318.57402613,3780331.03404073
432746000399872,-2527848.66456378,-4173294.38853662,3780321.50513555
432747000399872,-2527854.46340751,-4173267.0843391,3780296.18153382
432748000399872,-2527862.22730456,-4173237.03683043,3780280.38556186
432749000399872,-2527868.22141894,-4173210.33114903,3780266.94935704
432750000399872,-2527876.19226347,-4173182.05494467,3780246.51672853
432751000399872,-2527882.37086738,-4173154.54534455,3780231.9373119
432752000399872,-2527892.49236976,-4173133.57057604,3780226.39334345
432753000399872,-2527902.80512908,-4173110.33053319,3780213.82628544
432754000399872,-2527912.03391504,-4173079.69092315,3780192.5013083
432755000399872,-2527922.86980637,-4173054.09777361,3780180.47746118
432756000399872,-2527931.57173338,-4173030.59355499,3780167.02260329
432757000399872,-2527940.27907321,-4173002.81234834,3780149.83443477
432758000399872,-2527947.7130391,-4172975.71377162,3780133.95017643
432759000399872,-2527956.25610277,-4172947.94421133,3780120.80340618
432760000399872,-2527962.94465687,-4172922.75765885,3780106.59228293
432761000399872,-2527973.37263278,-4172898.1912732,3780097.55078453
432762000399872,-2527982.3963876,-4172868.3741165,3780086.85231779
432763000399872,-2527988.00650365,-4172835.43320459,3780070.36039854
432764000389888,-2527995.87324138,-4172809.02061332,3780053.02825108
432765000389888,-2528003.30674827,-4172783.16789425,3780037.21830332
432766000389888,-2528014.6110143,-4172758.87920789,3780022.82702624
432767000389888,-2528023.36776807,-4172731.49558333,3780007.4764196
432768000389888,-2528027.98841158,-4172696.95946302,3779989.48834093
432769000389888,-2528036.63442893,-4172672.48475966,3779976.01244336
432770000389888,-2528051.09793225,-4172647.21487761,3779969.4966104
432771000389888,-2528059.19216652,-4172623.65368068,3779955.94978434
432772000389888,-2528069.80166614,-4172596.75494125,3779944.41549635
432773000389888,-2528077.36995668,-4172572.7745645,3779928.69318674
432774000389888,-2528084.81770439,-4172545.60105408,3779913.6525934
432775000389888,-2528092.96732693,-4172525.74609569,3779898.29488383
