utc,X,Y,Z
432213995000064,NaN,NaN,NaN
432214256000000,NaN,NaN,NaN
432215256000000,NaN,NaN,NaN
432216256000000,NaN,NaN,NaN
432217256000000,NaN,NaN,NaN
432218256000000,NaN,NaN,NaN
432219256000000,NaN,NaN,NaN
432220256000000,NaN,NaN,NaN
432221256000000,NaN,NaN,NaN
432222254949888,NaN,NaN,NaN
432223254949888,NaN,NaN,NaN
432224254949888,NaN,NaN,NaN
432224999949824,NaN,NaN,NaN
432225999949824,NaN,NaN,NaN
432226999949824,NaN,NaN,NaN
432227999949824,NaN,NaN,NaN
432228999949824,NaN,NaN,NaN
432229999949824,NaN,NaN,NaN
432230999949824,NaN,NaN,NaN
432231999949824,NaN,NaN,NaN
432232999949824,NaN,NaN,NaN
432233999949824,NaN,NaN,NaN
432234999949824,NaN,NaN,NaN
432235999940096,NaN,NaN,NaN
432236999940096,NaN,NaN,NaN
432237999940096,NaN,NaN,NaN
432238999940096,NaN,NaN,NaN
432239999940096,NaN,NaN,NaN
432240999940096,NaN,NaN,NaN
432241999940096,NaN,NaN,NaN
432242999940096,NaN,NaN,NaN
432243999940096,NaN,NaN,NaN
432244999940096,NaN,NaN,NaN
432245999940096,NaN,NaN,NaN
432246999940096,NaN,NaN,NaN
432247999940096,NaN,NaN,NaN
432248999940096,NaN,NaN,NaN
