utc,X,Y,Z
434629999560192,-2547086.85939854,-4262539.06464438,3905996.74993415
434630999560192,-2547086.91579105,-4262531.81782023,3905982.36841095
434631999560192,-2547086.42865171,-4262513.82755032,3905964.55777714
434632999560192,-2547085.84553658,-4262502.12329026,3905948.4224099
434633999560192,-2547087.29529707,-4262492.16378839,3905930.89093336
434634999560192,-2547090.47324507,-4262477.03542346,3905913.23145675
434635999560192,-2547093.76340548,-4262468.67559004,3905897.27105934
434636999560192,-2547106.9448459,-4262466.58993458,3905884.90071885
434637999560192,-2547108.02726129,-4262451.15897885,3905870.05583499
434638999560192,-2547102.39158538,-4262438.06312907,3905850.20756789
434639999560192,-2547104.95593641,-4262430.69345945,3905836.09482989
434640999560192,-2547110.47348052,-4262420.07947802,3905820.26156152
434641999560192,-2547112.53649076,-4262408.47780294,3905803.77663577
434642999560192,-2547124.57752636,-4262398.81539724,3905787.63197169
434643999560192,-2547149.3506924,-4262395.08954223,3905767.56553337
434644999560192,-2547117.91941805,-4262377.8059199,3905769.60816939
434645999560192,-2547120.38802322,-4262363.93198534,3905749.78218129
434646999560192,-2547123.31179219,-4262353.70770093,3905731.33662104
434647999560192,-2547122.68067667,-4262339.94739003,3905715.51136479
434648999560192,-2547131.54352911,-4262327.45637793,3905699.68373854
434649999560192,-2547133.17450361,-4262313.15882672,3905679.05852981
434650999560192,-2547135.42917827,-4262306.61610848,3905670.79283855
434651999560192,-2547137.43708372,-4262295.34322975,3905656.48440311
434652999560192,-2547136.76344842,-4262284.06310588,3905641.44276069
434653999560192,-2547140.48886418,-4262275.00576195,3905632.89256873
434654999560192,-2547140.56145268,-4262256.51836481,3905598.22810372
434655999560192,-2547145.06198556,-4262256.09307375,3905605.2598757
434656999560192,-2547154.18121539,-4262259.73498191,3905610.42630381
434657999560192,-2547146.70178614,-4262235.2762359,3905573.03867806
434658999549952,-2547148.70217742,-4262219.12508302,3905548.98997348
434659999549952,-2547152.62979379,-4262215.12414269,3905542.37627282
434660999549952,-2547149.88466574,-4262203.17430137,3905520.18154978
