utc,X,Y,Z
435166999620096,-2547950.2149597,-4256950.42325532,3897897.7558766
435167999620096,-2547955.07891224,-4256941.23742518,3897887.2444849
435168999620096,-2547958.85596685,-4256936.70930009,3897873.28745161
435169999620096,-2547957.75837207,-4256925.75704787,3897856.25628185
435170999620096,-2547960.31250078,-4256914.93109559,3897843.55096745
435171999620096,-2547968.6740131,-4256907.79261125,3897828.60746158
435172999620096,-2547969.38556124,-4256902.86049413,3897809.6986587
435173999620096,-2547972.11411965,-4256892.73546602,3897796.06432196
435174999620096,-2547971.09178672,-4256879.42102946,3897781.00045522
435175999620096,-2547975.53601229,-4256873.69010329,3897765.97428829
435176999620096,-2547975.09662669,-4256868.53563375,3897750.74359287
435177999620096,-2547968.87015219,-4256849.49363351,3897731.08714336
435178999620096,-2547977.76486002,-4256840.81338937,3897719.63973137
435179999620096,-2547963.05440912,-4256817.13397875,3897693.2287617
435180999620096,-2547983.11751097,-4256821.89410375,3897690.44227893
435181999620096,-2547988.10812049,-4256813.77099604,3897674.63583121
435182999620096,-2547980.59294913,-4256797.15645008,3897654.7147877
435183999620096,-2547991.75954095,-4256788.97334922,3897640.62886052
435184999620096,-2547996.90746643,-4256771.71087674,3897619.83925806
435185999620096,-2547996.01246597,-4256753.62454668,3897604.51669894
435186999620096,-2548000.02572413,-4256744.726312,3897590.46235093
435187999620096,-2547999.77333149,-4256736.30347742,3897572.80959672
435188999620096,-2548003.31371156,-4256736.5291363,3897556.05914076
435189999620096,-2548007.51843276,-4256737.10239674,3897533.35987014
435190999620096,-2548008.93503301,-4256731.83031854,3897518.31928526
435191999620096,-2548010.9421091,-4256716.88281245,3897497.27898561
435192999620096,-2548020.49345839,-4256714.20978705,3897488.51678863
435193999620096,-2548027.20286056,-4256707.56467194,3897471.99637933
435194999620096,-2548032.15838886,-4256704.60231642,3897463.45761195
435195999620096,-2548042.74608176,-4256705.64648177,3897453.3793177
435196999620096,-2548065.47504112,-4256683.40520893,3897467.07521302
435197999609856,-2548055.91958044,-4256656.9985219,3897445.37486821
435198999609856,-2548014.68433806,-4256617.04232939,3897415.8877504
435199999609856,-2548019.6531498,-4256621.50039206,3897406.52611184
435200999609856,-2548035.18648772,-4256618.00877493,3897394.71137858
435201999609856,-2548026.09231692,-4256599.00138814,3897374.12049006
