utc,X,Y,Z
434536000379904,-2546910.64623566,-4263530.82324061,3907401.66804248
434537000379904,-2546908.48728813,-4263517.43158551,3907390.64958458
434538000379904,-2546909.65045406,-4263509.80385435,3907383.05492824
434539000379904,-2546908.0221028,-4263497.30119168,3907366.01040055
434540000379904,-2546912.13776429,-4263490.52096285,3907358.59376844
434541000379904,-2546916.27848659,-4263483.73830327,3907342.22280563
434542000379904,-2546922.92591444,-4263480.03949967,3907333.24325022
434543000379904,-2546923.54899549,-4263468.93928709,3907318.68362241
434544000379904,-2546926.40384011,-4263458.20015924,3907307.14325369
434545000379904,-2546926.22483201,-4263443.57527677,3907287.65073208
434546000379904,-2546924.50343563,-4263423.25111722,3907258.97544368
434547000379904,-2546924.30008873,-4263408.76398675,3907238.86269291
434548000379904,-2546932.98735392,-4263402.38257198,3907227.65432405
434549000379904,-2546941.5655918,-4263395.95103068,3907213.30461332
434550000379904,-2546941.10739528,-4263371.26670801,3907183.70371223
434551000379904,-2546951.49615773,-4263363.42387333,3907174.15633746
434552000379904,-2546956.36163677,-4263350.86076648,3907157.02558134
434553000379904,-2546959.78978464,-4263344.21294091,3907145.9084179
434554000379904,-2546958.46351847,-4263328.41195348,3907127.64769887
434555000379904,-2546962.38664277,-4263319.21467629,3907111.99917912
434556000379904,-2546962.28358897,-4263305.92063134,3907095.57834218
434557000379904,-2546964.39993389,-4263296.73405864,3907083.80123004
434558000379904,-2546963.64892542,-4263284.65277023,3907068.37004338
434559000379904,-2546965.02158639,-4263274.19617451,3907050.0416712
434560000379904,-2546970.64868675,-4263270.68352383,3907042.52034929
434561000379904,-2546974.62099546,-4263251.23267633,3907025.38213925
