X,Y,Z,lat,lon,h,E,N,U
-2698882.76886959,-4293200.97617519,3855507.4274512,37.4312293075978,-122.155158170646,2.4234351310879,-0.0151032619394122,13.4634187287172,-14.0765791216156
-2698890.45498009,-4293212.50005975,3855502.54313766,37.4311185294649,-122.155162395936,10.4503045948222,-0.389070006931172,1.16862238161451,-6.04969552364462
-2698886.53859206,-4293205.00417407,3855500.74662786,37.4311518445945,-122.155170008494,2.66388547047973,-1.06283106303658,4.8661268777713,-13.8361164780243
-2698882.49825652,-4293215.38165924,3855501.87177075,37.4311235566027,-122.15506895819,8.61679632402956,7.8807985477356,1.72656711963556,-7.88320877201651
-2698885.69141452,-4293215.8798084,3855500.11098726,37.4310993420109,-122.15509650683,9.23097438178957,5.44256107410374,-0.960912944369658,-7.26902800788075
-2698881.77798455,-4293219.25257021,3855505.17796167,37.4311313640006,-122.155038791715,12.9242594577372,10.5507403975277,2.59308284138432,-3.5757497853428
-2698879.5125606,-4293210.79767147,3855500.94962443,37.4311469142716,-122.155067963162,3.71276366245002,7.9688566807276,4.31893555536672,-12.7872427761617
-2698883.04353254,-4293214.38988965,3855506.59907651,37.4311603886056,-122.155080137781,11.0537866810337,6.89132892955145,5.81440111495645,-5.44621969383943
-2698877.47289338,-4293212.04965929,3855503.92296289,37.4311683281294,-122.155040924193,5.49966164585203,10.3619845108091,6.69557432657493,-11.0003502835176
-2698875.70959917,-4293206.76134123,3855503.12565809,37.431192281783,-122.155055857357,0.714616300538182,9.04029084476921,9.35408204286547,-15.7853969762811
-2698880.6092457,-4293210.97017135,3855506.39067506,37.4311818478148,-122.155077416225,7.5993279684335,7.1321989721078,8.19606724088348,-8.90068129569751
-2698885.15057039,-4293204.21998887,3855503.45437281,37.4311788994347,-122.155161446889,3.19587311334908,-0.305072319763319,7.86883020234604,-13.3041317608015
-2698892.98646372,-4293209.43439491,3855499.75957377,37.4311054488558,-122.155205045446,7.76731367874891,-4.16383853678618,-0.283139930557543,-8.73268768350794
-2698895.78680722,-4293208.9773464,3855489.03177258,37.4310226502848,-122.155234580429,2.12311426643282,-6.77788477627087,-9.47260159689575,-14.3768963849488
-2698896.57435268,-4293213.55228613,3855487.07522113,37.4309851448347,-122.155214603345,4.34238982014358,-5.00978232296112,-13.6351790459782,-12.1576267605417
-2698904.05366195,-4293220.54859672,3855485.71225851,37.4309211560352,-122.155244075756,11.3784006079659,-7.61830665173457,-20.7370489140521,-5.12163774727471
-2698892.63974314,-4293212.55955548,3855481.65873428,37.4309624613311,-122.155182936484,-1.28003392182291,-2.20704770842932,-16.1527130628787,-17.7800548178752
-2698899.12734084,-4293221.03979211,3855485.50782555,37.4309317743688,-122.155193999578,9.50238210707903,-3.18621314939064,-19.55856033016,-6.99764876524153
-2698899.99607865,-4293217.03072518,3855487.76267738,37.4309639630055,-122.15522641699,8.54482186678797,-6.05537617123757,-15.9860714424446,-7.95520109662435
-2698900.51541434,-4293212.7041152,3855488.84348552,37.4309902421826,-122.155257401717,6.51253081485629,-8.79773268376457,-13.0694470690367,-9.98748867496733
-2698899.82404118,-4293213.17133226,3855490.08332546,37.4309989619384,-122.155247978911,7.28802186157554,-7.96374989268837,-12.1016798560985,-9.21199461735886
-2698894.27144896,-4293211.04068341,3855487.01240393,37.4310030522898,-122.155207677907,1.64244446344674,-4.39683084725319,-11.6477009741934,-14.8575677164979
-2698901.04373867,-4293215.43084487,3855487.94009064,37.4309695964888,-122.155246058836,8.01985273882747,-7.79381402983906,-15.3608315986307,-8.48017056865373
-2698894.40937521,-4293217.30372451,3855487.19332122,37.4309749067928,-122.155171335954,6.021220699884,-1.18032338032915,-14.7714617623042,-10.4787965651511
-2698898.46013796,-4293212.09834761,3855491.52035653,37.4310181937199,-122.155241384683,6.86369220167398,-7.3801131364625,-9.96722382521484,-9.63631987204131
