X,Y,Z,lat,lon,h,E,N,U
-2698895.33761629,-4293239.59283299,3855482.11678583,37.4308325386686,-122.15504618547,18.3125492902473,-1.78655938086307,5.83105967829562,1.81254636769032
-2698895.65675566,-4293234.68650724,3855482.69812773,37.430858515484,-122.155078740964,15.5023266905919,-4.66795128024506,8.71412119173966,-0.997680984747797
-2698894.45143152,-4293232.88837495,3855480.15110627,37.4308521418122,-122.155078024056,12.2359862057492,-4.60449777557665,8.00672866053662,-4.26402049385547
-2698893.3310354,-4293228.86120926,3855482.48202107,37.4308907561458,-122.155091523202,10.4718256024644,-5.79926338180299,12.2923744439681,-6.02818891120309
-2698893.64887522,-4293227.88029392,3855474.27409679,37.4308356511912,-122.155100461956,4.95789324771613,-6.59040494562297,6.17649572235384,-11.5421131518378
-2698897.32649663,-4293233.57920402,3855474.68835695,37.4308014740238,-122.155101371248,10.5952131291851,-6.67089260422218,2.38331692660025,-5.90479080009602
-2698897.44976322,-4293236.29739739,3855476.08722995,37.4307985209202,-122.155086205255,13.3249434269965,-5.32859662374923,2.05556392958854,-3.17505912632528
-2698896.09760103,-4293237.99831793,3855474.7459683,37.4307849793098,-122.155063043219,13.0817660298198,-3.27859084132592,0.552634138319156,-3.41823483500155
-2698893.60653302,-4293231.73186115,3855473.3372015,37.4308112139199,-122.155076896588,6.95989414583892,-4.50470766708439,3.46430481600604,-9.5401083860771
-2698892.0999333,-4293231.27391303,3855470.67885481,37.4307987081956,-122.155065239011,4.39954791311175,-3.47292892766072,2.07634497622398,-12.100453369461
-2698895.93549035,-4293235.7605826,3855471.57900652,37.4307731676219,-122.155074948539,9.58397401031107,-4.33229549761123,-0.758296509520447,-6.91602750311502
-2698895.7706184,-4293236.83371701,3855481.66707374,37.4308408513163,-122.155066918476,16.3673021523282,-3.62157816217978,6.75364617056547,-0.132702461628534
-2698893.5965664,-4293227.05334684,3855481.08308213,37.430888354977,-122.155104934221,8.51837031636387,-6.98623078339723,12.0258757435641,-7.98164487533443
-2698897.43240485,-4293225.37028457,3855482.89757196,37.4308979606908,-122.155151746432,10.1108483215794,-11.1294402865138,13.0919821534816,-6.38917485287715
-2698896.60799279,-4293227.8265795,3855481.64703476,37.4308800278167,-122.155129090273,10.6536737252027,-9.12421442917241,11.1016842870145,-5.84634248334974
-2698892.8214153,-4293220.57682261,3855481.68616602,37.4309249568955,-122.155136464418,4.20327864494175,-9.77686244441407,16.0881639251149,-12.2967491902818
-2698879.81407686,-4293215.87641708,3855447.22979187,37.4307381302396,-122.155040307572,-25.3966286629438,-1.2663159978584,-4.64692738875489,-41.896630486071
-2698894.46670711,-4293234.594214,3855492.79777526,37.4309346732354,-122.15506791259,21.0759451100603,-3.70956242531555,17.1665804203342,4.57592086239269
-2698899.89551077,-4293235.04620037,3855490.42591057,37.4308997845166,-122.155117123641,22.2325160531327,-8.06509579204313,13.294422946166,5.73249706348994
-2698896.32723394,-4293233.42060802,3855474.04723365,37.4308005346506,-122.155092766523,9.67660284787416,-5.9093123130306,2.27905882270452,-6.82340029439592
-2698895.75464839,-4293236.54362261,3855478.49634642,37.4308195567852,-122.155068510116,14.2383489906788,-3.76244946341216,4.39024951723017,-2.26165363302809
-2698898.8815836,-4293222.83309307,3855477.90686246,37.4308697925014,-122.155180865236,5.98422524146736,-13.7066547237956,9.96570734336994,-10.5157972777843
-2698897.9392879,-4293221.18127015,3855473.33815789,37.4308475089966,-122.155181784563,1.69862178433686,-13.7880164518758,7.49254894474983,-14.8013975139237
-2698896.65804588,-4293226.44412259,3855473.16386531,37.430825595706,-122.155137882091,4.58932541124523,-9.90234994437447,5.06048241704914,-11.9106842794265
-2698898.43959619,-4293231.6603046,3855473.05369987,37.4307954307735,-122.155123557319,8.78204295877367,-8.63451624528221,1.71260255381618,-7.71796310799899
-2698893.73343476,-4293233.30047124,3855475.71361577,37.4308205742794,-122.155068678063,9.51246793940663,-3.77731114006602,4.5031737707582,-6.98753477105264
-2698897.3308519,-4293229.54275759,3855476.43157266,37.4308326482641,-122.155125684973,8.94295132346451,-8.82282463476965,5.84321911533884,-7.55705745547483
-2698897.76712327,-4293232.24369008,3855478.09983354,37.4308307903198,-122.155113616784,11.9570949198678,-7.75470845102348,5.63701512693729,-4.5429122860155
