X,Y,Z,lat,lon,h,E,N,U
-2698889.65990708,-4293233.13184522,3855476.99200365,37.4308423755054,-122.155030726876,8.45454453211278,-0.418361824904285,6.92280046522447,-8.04545924963373
-2698892.78279709,-4293232.96037879,3855474.82277932,37.4308185480088,-122.155061629828,8.34061457868665,-3.15349190762697,4.27828525332087,-8.1593876387609
-2698891.48284428,-4293236.65878916,3855478.9652339,37.4308348282703,-122.155026955848,12.7954013869166,-0.0845993215950678,6.085168062392,-3.70460152394672
-2698892.98697161,-4293238.55950292,3855480.88777669,37.4308353874042,-122.155029914122,15.8774262946099,-0.346427863164479,6.14722706593365,-0.622576685323126
-2698892.22123844,-4293240.81856203,3855479.84357709,37.4308196742758,-122.155009005351,16.4378704782575,1.50414853746439,4.4032901283368,-0.0621312225209989
-2698889.52570481,-4293234.64080909,3855478.34142465,37.4308454254231,-122.155020369446,10.2324616191909,0.498343840343865,7.26130031189531,-6.26754254477442
-2698887.28886345,-4293236.51162522,3855477.08114716,37.430834254012,-122.154987723407,9.77884001191705,3.38774935062079,6.02143129394622,-6.72116373733495
-2698890.03613571,-4293242.27549504,3855479.93290255,37.4308199271928,-122.154979343021,16.5481614917517,4.1294780257731,4.43136134935669,0.048158614185474
-2698889.66855533,-4293240.37064692,3855476.21424957,37.4308032237417,-122.154987281178,12.8520065592602,3.42689285322982,2.57750992657723,-3.64799488189204
-2698894.26727837,-4293244.826421,3855476.54702678,37.4307715426491,-122.155004476586,17.9933407893404,1.90497848030612,-0.93864772191479,1.49334043646034
-2698896.62103467,-4293248.38506071,3855479.20476695,37.430767198959,-122.155005592512,22.9958904497325,1.80621246895271,-1.42073785699487,6.49589003659582
-2698895.80461581,-4293247.35784402,3855480.31936093,37.4307823157865,-122.155003959959,22.6377245197073,1.95070485689237,0.257020410736468,6.1377242171507
-2698895.96304234,-4293245.24018083,3855480.57312829,37.4307934879704,-122.155018209301,21.4352485854179,0.689533640719068,1.49697736947565,4.93524837240231
-2698899.12973674,-4293250.95131147,3855486.04195759,37.4307969080257,-122.15501415798,29.9370370320976,1.04810641549519,1.8765585425597,13.4370366699387
-2698897.3567997,-4293250.18279761,3855484.7386762,37.4307963137649,-122.155001820291,27.878955709748,2.14008252377261,1.81060338287633,11.3789550952286
-2698895.6700486,-4293241.76715168,3855481.29784202,37.4308156293937,-122.155036290707,19.4170447448269,-0.910802018484912,3.95436652768201,2.91704345012045
-2698897.71584115,-4293242.69025043,3855486.01774533,37.430839157042,-122.155050308838,23.7710002064705,-2.15150873165801,6.5656125501437,7.27099645507857
-2698890.71171095,-4293225.95623581,3855485.26260283,37.4309317536786,-122.155083936414,9.1019257158041,-5.12777544132621,16.8425192185184,-7.39809864553169
-2698887.21079478,-4293232.14612945,3855486.322486,37.4309208420307,-122.15501322729,12.4279181892052,1.13047437490724,15.631486887087,-4.07210112270184
-2698893.33461817,-4293232.75125133,3855498.77037187,37.4309892504025,-122.15506816578,22.9886823436245,-3.73196992203633,23.2238945877481,6.48863884563759
-2698903.30270677,-4293236.99043202,3855500.25856343,37.4309511905724,-122.155138023871,30.9558801781386,-9.91492281853789,18.9998098942796,14.4558440969961
-2698899.36902114,-4293232.67913218,3855488.67515418,37.4308997672792,-122.155126321244,19.3545542657375,-8.87914563865234,13.2925046451393,2.85453420059036
-2698897.01635624,-4293227.10162754,3855475.87935228,37.4308409318444,-122.155137355762,6.8332670526579,-9.85576755389484,6.76257856700358,-9.66674414798388
-2698895.072623,-4293230.60832649,3855485.49046939,37.4308991047596,-122.155097676476,14.2109646741301,-6.3438743447853,13.218961182786,-2.28905221732196
-2698893.10126493,-4293225.57040411,3855474.40492585,37.4308488928613,-122.155109113712,3.2530792215839,-7.35614278248648,7.64613193949665,-13.2469296111562
-2698892.23299065,-4293228.87964155,3855481.51179922,37.4308869292754,-122.155080909058,9.43045327905566,-4.85983653830136,11.8676431809746,-7.06955964273202
-2698893.6457718,-4293235.30682449,3855482.91796429,37.4308630735842,-122.155055774889,15.203084374778,-2.63528962478455,9.22000519292368,-1.29692285315001
-2698892.21120524,-4293234.78007276,3855484.80695616,37.4308832124413,-122.155045220075,15.3908138638362,-1.70111307270712,11.4551364938364,-1.10919667975959
-2698893.48098716,-4293234.12948395,3855492.6847459,37.4309388921858,-122.155061278252,20.2782278712839,-3.12237575170743,17.63482282959,3.7782026563663
-2698892.77356971,-4293238.59787253,3855486.96569525,37.4308793180256,-122.155027642112,19.5072137685493,-0.145338670118658,11.0229178205425,3.00720421416965
-2698892.67628345,-4293236.0484002,3855487.95244537,37.4308984819356,-122.155042042037,18.3518823869526,-1.41983453853233,13.14984272452,1.85186863305572
-2698892.84844805,-4293234.86562407,3855486.20301803,37.4308909470779,-122.155050801156,16.5661739055067,-2.19507853872706,12.3135752940432,0.0661616052510006
