X,Y,Z,lat,lon,h,E,N,U
-2698870.7978803,-4293206.68099496,3855510.86671421,37.4312623560515,-122.155009357335,3.28988823201507,4.3936977307001,-3.51202778747233,-13.2101142480576
-2698870.30408541,-4293199.47532711,3855507.78121658,37.4312751277123,-122.155047963459,-3.63841691799462,0.976804179363855,-2.09455361429451,-20.1384173367306
-2698873.13237536,-4293212.91925191,3855517.55913075,37.4312745115901,-122.154994175833,12.538059710525,5.73736642460505,-2.16293793622327,-3.96194323334103
-2698870.62716854,-4293207.19431222,3855511.07649725,37.4312619746124,-122.155004637681,3.69034285936505,4.81141796316539,-3.55436210223971,-12.8096599443134
-2698868.09706749,-4293199.26636701,3855512.00659969,37.4313127610713,-122.155028108675,-2.14339872356504,2.73407840740342,2.0822111954933,-18.6433996485728
-2698867.33380947,-4293203.39148197,3855510.49392031,37.4312850369007,-122.154996002318,-0.612158289179206,5.57569821307095,-0.99477427202905,-17.1121607994097
-2698869.51535526,-4293195.80339437,3855510.21369279,37.4313118552081,-122.155062499145,-4.96183184441179,-0.309696373579967,1.98167200671159,-21.4618321597701
-2698865.71057369,-4293192.72386,3855504.66295364,37.431297508316,-122.155044622405,-12.0139108039439,1.27250675050062,0.389372429573809,-28.513910941803
-2698865.09323645,-4293196.86965695,3855503.4450576,37.4312713720379,-122.155013787441,-10.2279249671847,4.00159565936228,-2.51137617805338,-26.7279267161578
-2698864.70843643,-4293191.65605419,3855502.45344648,37.4312895713633,-122.155041457415,-14.4982579629868,1.55262758330219,-0.491514270621899,-30.9982581700967
-2698865.57591793,-4293202.97562536,3855507.06567719,37.4312675601416,-122.154981687785,-3.71836872119457,6.84262427507815,-2.9344428020129,-20.2183730630001
-2698867.28514305,-4293208.75912456,3855505.98103422,37.43122800312,-122.154963259829,0.232859864830971,8.47362560274063,-7.32470869165591,-16.2671499743045
-2698861.77041988,-4293213.15166345,3855503.65089414,37.4312070390168,-122.154884095166,-0.561029450967908,15.4802138213379,-9.65141404840405,-17.0610555356565
-2698860.29523358,-4293208.6789824,3855499.32941874,37.4312011565136,-122.154896879476,-6.81799975130707,14.3487063407955,-10.3042798586693,-23.3180242176961
-2698869.70087592,-4293208.45567096,3855508.04073215,37.4312371058632,-122.15498819234,2.30169366579503,6.26693811649863,-6.31443794243077,-14.1983125428204
-2698872.09610187,-4293197.83726046,3855506.37415746,37.4312674321531,-122.155074955189,-4.83753536269069,-1.41213580314874,-2.948649860852,-21.3375362009332
-2698866.7717039,-4293203.0643897,3855506.57884376,37.4312601801014,-122.154992592363,-3.44923301041126,5.87750034992077,-3.75352245269442,-19.9492368228124
-2698872.38832524,-4293201.84066945,3855524.25817205,37.4313759756495,-122.1550536769,8.84745473880321,0.47112855796599,9.09814111553469,-7.65255178455972
-2698869.3455814,-4293214.67935242,3855506.54463504,37.431198581448,-122.154947369274,5.42625784967095,9.88005467108876,-10.5901019942618,-11.0737586097807
-2698873.55666765,-4293224.51126457,3855509.06463981,37.4311587530065,-122.154928528982,15.3474339917302,11.547568662102,-15.0105161334795,-1.15259416254401
-2698873.96365798,-4293198.63864541,3855501.98971486,37.4312269033885,-122.155088000415,-6.17441563215107,-2.56672212804091,-7.44675961745124,-22.674420505687
-2698861.95633261,-4293190.29603046,3855506.65823251,37.4313339829976,-122.1550233102,-14.0199578609318,3.15876713185768,4.43753353688478,-30.519960189721
-2698870.65182695,-4293195.32259198,3855503.10445277,37.4312599066274,-122.155076261307,-9.12583247106522,-1.52773465922451,-3.78387270174067,-25.6258337780453
-2698877.21321997,-4293218.32092657,3855516.40562501,37.4312293198841,-122.155000729651,17.1930333208293,5.15731714486731,-7.17858849901053,0.693027189477357
-2698871.94231487,-4293212.01592588,3855505.08725705,37.4311929344399,-122.154988224202,3.84731321595609,6.26412328342228,-11.2168406238372,-12.6526997479307
-2698874.80921959,-4293211.35003335,3855508.14164134,37.4312095194065,-122.155019651808,6.46773993875831,3.48257431170692,-9.37615018147183,-10.032267922428
-2698873.14726899,-4293212.58968886,3855510.27842997,37.4312239041407,-122.15499630004,7.89751977846026,5.54935978071942,-7.77964879493533,-8.6024873894368
-2698868.40281104,-4293200.2122803,3855503.20759684,37.4312445289507,-122.155025345253,-6.72638410143554,2.97865935804449,-5.49057480174012,-23.2263871650613
