X,Y,Z,lat,lon,h,E,N,U
-2698897.02686057,-4293236.19418043,3855480.73125137,37.4308334593329,-122.155082780668,15.8994739791378,-5.02549580239068,5.93323965276867,-0.600530765569585
-2698891.8480105,-4293234.65163143,3855474.42267414,37.430810568561,-122.155042518296,8.83936802763492,-1.46198634862636,3.3926790122542,-7.66063304452791
-2698888.72423352,-4293233.87824912,3855474.00722825,37.4308202863786,-122.155017288435,6.74674637895077,0.771034905646736,4.47121807408853,-9.75325523830488
-2698888.90676178,-4293237.23185244,3855474.03578964,37.4308044101479,-122.154998868482,9.09581988677382,2.40133202980612,2.70918239201076,-7.40418114116263
-2698885.74998318,-4293237.12647887,3855474.82507428,37.4308197466676,-122.154969306055,8.17058272939175,5.01781503274091,4.41132025379524,-8.32942077058164
-2698886.67423093,-4293236.91425794,3855471.40676543,37.430793579282,-122.154979423046,6.34085981175303,4.12239004205018,1.50710909662494,-10.1591416983336
-2698889.22930352,-4293243.65098373,3855474.74234979,37.4307787638803,-122.15496335422,13.977062962018,5.5446026332133,-0.137190106822115,-2.52293944613284
-2698896.67555478,-4293246.94318659,3855478.0293646,37.4307653152917,-122.155014784288,21.3351704226807,0.992672572152512,-1.62979851972144,4.83517013751717
-2698892.28950798,-4293241.13038559,3855476.57060675,37.430794611963,-122.155007783322,14.6870358278975,1.61230699216057,1.62172334127623,-1.81296458039398
-2698898.2560107,-4293247.40550928,3855479.42090393,37.4307685216521,-122.155027122002,23.1597008444369,-0.0993054488893934,-1.27393749242476,6.65970071675716
-2698894.68607194,-4293241.81319697,3855476.30667286,37.4307825727637,-122.155026601652,15.9985024081543,-0.0532505142132006,0.285540782338242,-0.501497597730749
-2698892.80041082,-4293241.62189593,3855476.63823877,37.4307913279569,-122.155009714788,15.2744965339079,1.44135858240543,1.25724475543887,-1.22550375260228
-2698893.04415572,-4293240.43468354,3855473.69513447,37.4307750644251,-122.155019185267,12.7905384739861,0.603152863974145,-0.547779477631876,-3.70946157705549
-2698892.21267979,-4293239.11627968,3855477.82156715,37.4308131244717,-122.155019159656,14.0608529178426,0.605419471049772,3.67635195111806,-2.43914817279229
-2698890.71688311,-4293232.5799171,3855479.27908793,37.430858217531,-122.155044156206,9.92029263265431,-1.60695226734085,8.68104380231156,-6.5797134948945
-2698897.95280353,-4293225.03117367,3855474.32153724,37.4308366559267,-122.155158763438,4.89025726821274,-11.7504944769213,6.28801272407414,-11.6097566498578
-2698897.13261419,-4293221.11565382,3855463.00037729,37.43077619893,-122.155174462924,-4.96974492818117,-13.1399992600909,-0.421853864217864,-21.4697584595893
-2698896.96905243,-4293225.09849537,3855465.12431054,37.4307734061598,-122.155148948587,-1.07034165319055,-10.881810385701,-0.731814961739257,-17.5703509653802
-2698895.43796968,-4293219.06972096,3855465.22957728,37.4308065735431,-122.155170555563,-5.70647551491857,-12.7941640761238,2.94929133980441,-22.2064890137065
-2698895.26842326,-4293225.91513195,3855469.80302093,37.4308080521512,-122.155127770657,1.60367446951568,-9.00741501187626,3.11339423328807,-14.8963326452113
-2698896.19151576,-4293226.78105971,3855463.5386826,37.4307565264155,-122.155131393435,-1.23153628408909,-9.32805838817245,-2.60522726321998,-17.7315436291624
-2698893.04192413,-4293228.66387638,3855477.90574774,37.4308597711634,-122.155089944327,7.43550042808056,-5.65952145493992,8.85347341000882,-9.06450824328237
-2698894.04763682,-4293228.91093538,3855476.54030919,37.4308459249287,-122.155098078811,7.19671348109841,-6.37948132447533,7.3167373314686,-9.30329391356321
-2698893.38550449,-4293223.79461319,3855473.57347512,37.4308503487491,-122.155122510846,1.67401351965964,-8.54188023482369,7.80771399548257,-14.8259969854724
-2698893.21069644,-4293227.65088251,3855476.82841891,37.4308562677563,-122.155097650076,6.17100492678583,-6.34153337329015,8.46464355241507,-10.3290038542395
-2698895.91253694,-4293228.64513111,3855478.48986729,37.4308556706333,-122.155117515779,8.99111719336361,-8.09979082028628,8.3983765950426,-7.50889348857228
-2698895.92121147,-4293230.82792723,3855479.95521758,37.4308560094385,-122.155104473103,11.3528843699023,-6.94542471349118,8.43598129104595,-5.1471250028196
-2698894.96328533,-4293236.84379716,3855482.67630243,37.4308503785112,-122.155059135358,16.6462937919423,-2.93271617535515,7.81103169863372,0.146288321439116
-2698888.95243082,-4293231.67533084,3855473.97047737,37.4308295719004,-122.155032717871,5.33986472617835,-0.594578790578909,5.50177839498171,-11.1601376805998
