X,Y,Z,lat,lon,h,E,N,U
-2698888.35753016,-4293232.3751825,3855472.19783678,37.4308153780296,-122.155022819008,4.48152835015208,0.281540135683001,3.92645934947852,-12.018472867897
-2698891.41235802,-4293233.78221305,3855478.94706406,37.4308482406097,-122.155043579079,10.8206943813711,-1.55587289324266,7.57374719164538,-5.67931031753292
-2698884.75969927,-4293227.51143276,3855478.55388409,37.4308938911355,-122.155017650839,3.55441356915981,0.738958523814787,12.6402984279337,-12.9455990361017
-2698898.83037147,-4293238.22549398,3855499.34918129,37.4309519930168,-122.155087817327,29.3433500370011,-5.47127906774921,19.0888612728392,12.8433190426245
-2698895.91949192,-4293216.61482654,3855468.47741096,37.430839789746,-122.155189923448,-5.17931125778705,-14.5083502022012,6.63581605225426,-21.6793312009473
-2698887.984693,-4293211.48046938,3855475.28464874,37.4309354264899,-122.155144897496,-7.84701891429722,-10.5232266619602,17.2501085472544,-24.3470509811855
-2698896.84693527,-4293232.25508506,3855483.57362622,37.4308725836198,-122.15510474625,14.9028526823968,-6.96960245745501,10.2754880176587,-1.59715942278449
-2698897.17632753,-4293233.42914342,3855476.29548542,37.4308141062123,-122.155100837161,11.4076822232455,-6.62362180087503,3.78531241456032,-5.09232233887987
-2698886.29342554,-4293202.71088736,3855457.40306332,37.4308530746975,-122.155181453509,-25.3259219210595,-13.7586566056556,8.1102279963188,-41.8259419131761
-2698867.42626551,-4293110.8478344,3855400.3774661,37.4309259683967,-122.15555338375,-129.717809390277,-46.6761176391723,16.200209863987,-146.218000610014
-2698862.15104404,-4293098.93828662,3855399.38242088,37.4309894429578,-122.155574540342,-140.558593530208,-48.54845917202,23.2448081359914,-157.058820558677
-2698891.30835134,-4293240.89614528,3855481.3956331,37.4308330799903,-122.154999806648,17.047566187568,2.31829969421499,5.89113780000682,0.547563037880767
-2698899.2388739,-4293233.92595822,3855474.5887,37.4307935794787,-122.155117578883,11.5759750688449,-8.1053858743817,1.50713508320733,-4.92403025315656
-2698901.64258918,-4293228.61715449,3855475.59980974,37.4308184215114,-122.155172494547,9.63738159835339,-12.9658066255838,4.2642561735207,-6.86263299389619
-2698896.04095938,-4293237.96313622,3855481.20148428,37.4308314957481,-122.155062712971,16.957857273519,-3.24936151796748,5.71530927205585,0.457853878715266
